Year,Filename,Topic,Paragraph_Length,Theme,Topic Interpretation,Group
2014,doc_AY2014_243_para_241_1742.txt,13,171,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2014,doc_AY2014_243_para_241_1745.txt,13,140,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2014,doc_AY2014_244_para_242_1751.txt,17,106,"Strategic Command, Technology, and Multi-Domain Warfare",Security Force Assistance Brigades,G2
2014,doc_AY2014_247_para_245_1768.txt,0,83,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2014,doc_AY2014_247_para_245_1772.txt,0,138,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2014,doc_AY2014_249_para_247_1784.txt,0,69,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2014,doc_AY2014_252_para_250_1800.txt,4,149,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2014,doc_AY2014_252_para_250_1801.txt,4,109,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2014,doc_AY2014_252_para_250_1802.txt,4,191,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2014,doc_AY2014_252_para_250_1803.txt,13,152,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2014,doc_AY2014_252_para_250_1805.txt,13,153,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2014,doc_AY2014_252_para_250_1806.txt,6,141,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2014,doc_AY2014_252_para_250_1807.txt,4,127,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2014,doc_AY2014_254_para_252_1818.txt,1,252,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2014,doc_AY2014_256_para_254_1824.txt,1,157,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2014,doc_AY2014_256_para_254_1825.txt,19,151,Operational Readiness and Reserve Mobilization,Sustainment and Modernization Efforts,G1
2014,doc_AY2014_256_para_254_1826.txt,1,186,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2014,doc_AY2014_260_para_258_1848.txt,10,149,Operational Readiness and Reserve Mobilization,Army Reserve and Active Component Integration,G1
2014,doc_AY2014_262_para_260_1858.txt,17,124,"Strategic Command, Technology, and Multi-Domain Warfare",Security Force Assistance Brigades,G2
2014,doc_AY2014_262_para_260_1859.txt,4,182,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2014,doc_AY2014_262_para_260_1860.txt,4,154,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2014,doc_AY2014_262_para_260_1861.txt,4,85,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2014,doc_AY2014_263_para_261_1862.txt,4,166,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2014,doc_AY2014_263_para_261_1864.txt,2,152,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2014,doc_AY2014_263_para_261_1865.txt,4,103,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2014,doc_AY2014_263_para_261_1866.txt,2,116,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2014,doc_AY2014_263_para_261_1867.txt,4,109,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2014,doc_AY2014_263_para_261_1869.txt,20,135,Operational Readiness and Reserve Mobilization,Equipment Maintenance and Deployment Support,G1
2014,doc_AY2014_263_para_261_1871.txt,4,93,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2014,doc_AY2014_264_para_262_1872.txt,4,118,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2014,doc_AY2014_264_para_262_1873.txt,0,421,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2014,doc_AY2014_264_para_262_1874.txt,4,132,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2014,doc_AY2014_264_para_262_1876.txt,0,169,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2014,doc_AY2014_264_para_262_1877.txt,0,190,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2014,doc_AY2014_264_para_262_1878.txt,4,90,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2014,doc_AY2014_265_para_263_1883.txt,1,152,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2014,doc_AY2014_265_para_263_1885.txt,1,124,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2014,doc_AY2014_268_para_266_1902.txt,1,156,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2014,doc_AY2014_268_para_266_1903.txt,19,215,Operational Readiness and Reserve Mobilization,Sustainment and Modernization Efforts,G1
2014,doc_AY2014_268_para_266_1904.txt,6,136,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2014,doc_AY2014_268_para_266_1907.txt,1,214,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2014,doc_AY2014_268_para_266_1908.txt,-1,155,Outlier,Outliers,G0
2014,doc_AY2014_268_para_266_1910.txt,-1,116,Outlier,Outliers,G0
2014,doc_AY2014_273_para_271_1945.txt,6,157,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2014,doc_AY2014_273_para_271_1948.txt,20,124,Operational Readiness and Reserve Mobilization,Equipment Maintenance and Deployment Support,G1
2014,doc_AY2014_284_para_282_2026.txt,0,131,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2014,doc_AY2014_290_para_288_2064.txt,4,158,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2014,doc_AY2014_290_para_288_2067.txt,4,169,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2014,doc_AY2014_290_para_288_2068.txt,4,91,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2014,doc_AY2014_290_para_288_2070.txt,4,78,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2014,doc_AY2014_290_para_288_2072.txt,4,120,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2014,doc_AY2014_291_para_289_2074.txt,0,138,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2014,doc_AY2014_291_para_289_2077.txt,0,171,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2014,doc_AY2014_294_para_292_2095.txt,13,119,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2014,doc_AY2014_294_para_292_2097.txt,4,145,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2014,doc_AY2014_294_para_292_2099.txt,13,117,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2014,doc_AY2014_298_para_296_2127.txt,18,154,Operational Readiness and Reserve Mobilization,Reserve Support and Mobilization Duties,G1
2014,doc_AY2014_298_para_296_2130.txt,18,148,Operational Readiness and Reserve Mobilization,Reserve Support and Mobilization Duties,G1
2014,doc_AY2014_299_para_297_2134.txt,14,167,Operational Readiness and Reserve Mobilization,Operational Reserve Training and Mobilization,G1
2014,doc_AY2014_299_para_297_2138.txt,14,112,Operational Readiness and Reserve Mobilization,Operational Reserve Training and Mobilization,G1
2014,doc_AY2014_299_para_297_2140.txt,13,113,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2014,doc_AY2014_301_para_299_2152.txt,19,230,Operational Readiness and Reserve Mobilization,Sustainment and Modernization Efforts,G1
2014,doc_AY2014_302_para_300_2156.txt,4,197,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2014,doc_AY2014_302_para_300_2157.txt,2,173,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2014,doc_AY2014_302_para_300_2158.txt,20,75,Operational Readiness and Reserve Mobilization,Equipment Maintenance and Deployment Support,G1
2014,doc_AY2014_302_para_300_2159.txt,2,118,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2014,doc_AY2014_302_para_300_2160.txt,4,99,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2014,doc_AY2014_302_para_300_2161.txt,4,155,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2014,doc_AY2014_302_para_300_2162.txt,4,127,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2014,doc_AY2014_305_para_303_2179.txt,5,138,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2014,doc_AY2014_306_para_304_2186.txt,1,149,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2014,doc_AY2014_309_para_307_2201.txt,4,186,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2014,doc_AY2014_309_para_307_2202.txt,2,141,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2014,doc_AY2014_309_para_307_2203.txt,4,179,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2014,doc_AY2014_309_para_307_2204.txt,4,129,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2014,doc_AY2014_309_para_307_2206.txt,2,135,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2014,doc_AY2014_309_para_307_2207.txt,4,130,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2014,doc_AY2014_309_para_307_2208.txt,2,115,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2014,doc_AY2014_311_para_309_2222.txt,18,111,Operational Readiness and Reserve Mobilization,Reserve Support and Mobilization Duties,G1
2014,doc_AY2014_312_para_310_2224.txt,10,149,Operational Readiness and Reserve Mobilization,Army Reserve and Active Component Integration,G1
2014,doc_AY2014_312_para_310_2226.txt,19,185,Operational Readiness and Reserve Mobilization,Sustainment and Modernization Efforts,G1
2014,doc_AY2014_312_para_310_2228.txt,13,134,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2014,doc_AY2014_312_para_310_2229.txt,7,184,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2014,doc_AY2014_312_para_310_2230.txt,7,46,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2014,doc_AY2014_314_para_312_2240.txt,10,194,Operational Readiness and Reserve Mobilization,Army Reserve and Active Component Integration,G1
2014,doc_AY2014_314_para_312_2242.txt,3,177,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2014,doc_AY2014_314_para_312_2243.txt,3,118,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2014,doc_AY2014_314_para_312_2246.txt,3,100,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2014,doc_AY2014_315_para_313_2247.txt,3,142,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2014,doc_AY2014_315_para_313_2249.txt,3,170,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2014,doc_AY2014_315_para_313_2252.txt,20,163,Operational Readiness and Reserve Mobilization,Equipment Maintenance and Deployment Support,G1
2014,doc_AY2014_315_para_313_2253.txt,13,78,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2014,doc_AY2014_315_para_313_2254.txt,6,93,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2014,doc_AY2014_316_para_314_2255.txt,10,163,Operational Readiness and Reserve Mobilization,Army Reserve and Active Component Integration,G1
2014,doc_AY2014_316_para_314_2256.txt,3,83,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2014,doc_AY2014_316_para_314_2257.txt,10,68,Operational Readiness and Reserve Mobilization,Army Reserve and Active Component Integration,G1
2014,doc_AY2014_316_para_314_2259.txt,20,196,Operational Readiness and Reserve Mobilization,Equipment Maintenance and Deployment Support,G1
2014,doc_AY2014_327_para_325_2332.txt,7,124,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2014,doc_AY2014_330_para_328_2348.txt,14,171,Operational Readiness and Reserve Mobilization,Operational Reserve Training and Mobilization,G1
2014,doc_AY2014_330_para_328_2349.txt,14,125,Operational Readiness and Reserve Mobilization,Operational Reserve Training and Mobilization,G1
2014,doc_AY2014_330_para_328_2350.txt,18,232,Operational Readiness and Reserve Mobilization,Reserve Support and Mobilization Duties,G1
2014,doc_AY2014_330_para_328_2351.txt,6,101,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2014,doc_AY2014_330_para_328_2352.txt,14,105,Operational Readiness and Reserve Mobilization,Operational Reserve Training and Mobilization,G1
2014,doc_AY2014_330_para_328_2353.txt,18,116,Operational Readiness and Reserve Mobilization,Reserve Support and Mobilization Duties,G1
2014,doc_AY2014_330_para_328_2354.txt,18,147,Operational Readiness and Reserve Mobilization,Reserve Support and Mobilization Duties,G1
2014,doc_AY2014_330_para_328_2355.txt,18,97,Operational Readiness and Reserve Mobilization,Reserve Support and Mobilization Duties,G1
2014,doc_AY2014_330_para_328_2356.txt,14,116,Operational Readiness and Reserve Mobilization,Operational Reserve Training and Mobilization,G1
2014,doc_AY2014_335_para_333_2387.txt,10,105,Operational Readiness and Reserve Mobilization,Army Reserve and Active Component Integration,G1
2014,doc_AY2014_335_para_333_2388.txt,10,186,Operational Readiness and Reserve Mobilization,Army Reserve and Active Component Integration,G1
2014,doc_AY2014_335_para_333_2390.txt,19,198,Operational Readiness and Reserve Mobilization,Sustainment and Modernization Efforts,G1
2014,doc_AY2014_335_para_333_2391.txt,10,179,Operational Readiness and Reserve Mobilization,Army Reserve and Active Component Integration,G1
2014,doc_AY2014_335_para_333_2392.txt,6,169,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2014,doc_AY2014_336_para_334_2394.txt,13,325,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2014,doc_AY2014_336_para_334_2395.txt,4,191,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2014,doc_AY2014_336_para_334_2397.txt,4,178,"Strategic Command, Technology, and Multi-Domain Warfare",Regional Alignment and Funding Support,G2
2014,doc_AY2014_337_para_335_2400.txt,12,133,Operational Readiness and Reserve Mobilization,Leadership Development and Combat Planning,G1
2014,doc_AY2014_341_para_339_2421.txt,1,123,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2014,doc_AY2014_341_para_339_2423.txt,1,328,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
